identificador;nombre;tipoMonumento;identificadorBienInteresCultural;calle;clasificacion;tipoConstruccion;codigoPostal;Descripcion;periodoHistorico;coordenadas_latitud;coordenadas_longitud;poblacion_provincia;poblacion_municipio;poblacion_localidad;pto_geolocalizado;poblacion;coordenadas
26180;La Domus del Mosaico del Oso y los Pájaros;Yacimientos arqueológicos;;Plaza Romana;Yacimiento;;24700;"<p>En las inmediaciones del foro y en una de las zonas m&aacute;s soleadas de la ciudad se conservan los restos de una vivienda que debi&oacute; de pertenecer a una familia de cierto nivel econ&oacute;mico, como parece indicar el hecho de que est&eacute; dotada de un &aacute;rea termal con un completo programa de ba&ntilde;os. Una de las habitaciones principales est&aacute; pavimentada con un lujoso mosaico con decoraciones animal&iacute;sticas y vegetales.</p>";Romano;42.453494;-6.051605;León;Astorga;Astorga;42.453494,-6.051605;"{""provincia"": ""León"", ""municipio"": ""Astorga"", ""localidad"": ""Astorga""}";"{""latitud"": ""42.453494"", ""longitud"": ""-6.051605""}"
26183;El Foso del Campamento;Yacimientos arqueológicos;;;Yacimiento;Campamento;24700;"<p>Sobre el cerro de la actual ciudad de Astorga se ha localizado el denominado 'foso del campamento', vestigio del sistema defensivo de un campamento militar romano cuya fundaci&oacute;n se remonta a las Guerras C&aacute;ntabras (29-19 a.C.) y que muy probablemente constituye el origen del actual asentamiento urbano. Las Guerras C&aacute;ntabras y la importancia del mineral aur&iacute;fero dieron lugar a un campamento legionario destinado a la pacificaci&oacute;n y el control de los pueblos astures aut&oacute;ctonos a partir del segundo decenio a. C.</p>";Romano;42.453197;-6.053707;León;Astorga;Astorga;42.453197,-6.053707;"{""provincia"": ""León"", ""municipio"": ""Astorga"", ""localidad"": ""Astorga""}";"{""latitud"": ""42.453197"", ""longitud"": ""-6.053707""}"
26541;La Mesa de Miranda;Yacimientos arqueológicos;"816;822";;Yacimiento;Castro;5142;"<p align=""justify"">Poblado fortificado de unas 30 Ha. de extensi&oacute;n, situado en la zona conocida como la Mesa de Miranda, lugar estrat&eacute;gico para el abastecimiento de agua y para la defensa ante cualquier ataque. Estaba todo amurallado y flanqueado por torres circulares, defendido a su vez por campos de piedras hincadas y un foso.</p>
<p align=""justify"">Se encuentra junto a un &aacute;rea de necr&oacute;polis, La Osera, que estaba dividida en seis zonas bien delimitadas por hitos de piedras verticales, esto podr&iacute;a obedecer a la divisi&oacute;n de linajes o castas de la sociedad que compon&iacute;a el castro.</p>";Celta (Vetón);40.720753;-4.946358;Ávila;Chamartín;Chamartín;40.720753,-4.946358;"{""provincia"": ""Ávila"", ""municipio"": ""Chamartín"", ""localidad"": ""Chamartín""}";"{""latitud"": ""40.720753"", ""longitud"": ""-4.946358""}"
26542;Ulaca;Yacimientos arqueológicos;1210;;Yacimiento;Castro;5130;"<p align=""justify"">Ubicado en un promontorio gran&iacute;tico, constitu&iacute;a una plaza fuerte para los vettones muy importante durante la conquista romana.</p>
<p align=""justify"">De planta irregular, ten&iacute;a un poderoso sistema defensivo formado por una muralla de casi tres kil&oacute;metros, hecha de bloques de granito. Hubo hasta cuatrocientas viviendas&nbsp; y, cerca de ellas, hab&iacute;a fuentes naturales que proporcionaban agua.</p>
<p align=""justify"">Uno de los testimonios m&aacute;s importantes de este yacimiento son las figuras zoomorfas, llamadas verracos, halladas en las inmediaciones que actualmente se encuentran una frente a la Iglesia de Solosancho y la otra delante del castillo de Villaviciosa.</p>";Celta (Vetón);40.529658;-4.885486;Ávila;Solosancho;Solosancho;40.529658,-4.885486;"{""provincia"": ""Ávila"", ""municipio"": ""Solosancho"", ""localidad"": ""Solosancho""}";"{""latitud"": ""40.529658"", ""longitud"": ""-4.885486""}"
26802;Ermita rupestre de Quintanilla de la Berzosa;Yacimientos arqueológicos;;;Yacimiento;Ermita;;"<p align=""justify"">A los pies de la iglesia parroquial que fuera anegada en este lugar, se pueden ver, casi ocultas por las posturas, una serie de tumbas antropomorfas excavadas sobre el promontorio arenisco que sirve de base actual al edificio religioso rom&aacute;nico y que formaron parte de la necr&oacute;polis medieval, que muy probablemente acompa&ntilde;aba a la ermita rupestre, actualmente desaparecida.</p>";;42.784847;-4.331129;Palencia;Aguilar de Campoo;Quintanilla de la Berzosa;42.784847,-4.331129;"{""provincia"": ""Palencia"", ""municipio"": ""Aguilar de Campoo"", ""localidad"": ""Quintanilla de la Berzosa""}";"{""latitud"": ""42.784847"", ""longitud"": ""-4.331129""}"
54103;Galería de Orellán;Yacimientos arqueológicos;;;Yacimiento;;;"<p align=""justify"">Una galer&iacute;a de &eacute;poca romana vestigio de la explotaci&oacute;n.</p>
<p align=""justify"">Se visita un antiguo conducto de agua, cuya funci&oacute;n dentro del sistema de explotaci&oacute;n, (Ruinae Montium) era la de transportar el agua por el interior con el fin de reventar la monta&ntilde;a.</p>
<p align=""justify"">De est&eacute;, se recorren unos 100 metros en galer&iacute;a hasta llegar a una de las salidas mas singulares de la explotaci&oacute;n; un balc&oacute;n en medio de un corte vertical de la monta&ntilde;a.</p>";Romano;42.460586;-6.752546;León;Borrenes;Orellán;42.460586,-6.752546;"{""provincia"": ""León"", ""municipio"": ""Borrenes"", ""localidad"": ""Orellán""}";"{""latitud"": ""42.460586"", ""longitud"": ""-6.752546""}"
69924;Centro de Interpretación de los Castros;Yacimientos arqueológicos;;;Yacimiento;Castro;;"<p align=""justify"">El proyecto ""Poblados castre&ntilde;os del Valle de Laciana"" nace por el impulso del Ayuntamiento de Villablino con el prop&oacute;sito de poner en valor el patrimonio arqueol&oacute;gico de la comarca y, en particular, el ligado al mundo de la Edad del Hierro (s. Vlll-l a. C.) y su continuidad en &eacute;poca romana en relaci&oacute;n con la explotaci&oacute;n del oro (s. l-lld. C.). Con las diversas actuaciones emprendidas, que comprenden el Centro de lnterpretaci&oacute;n de Rioscuro y la excavaci&oacute;n arqueol&oacute;gica, consolidaci&oacute;n y se&ntilde;alizaci&oacute;n explicativa de las estructuras de los castros de La Muela y la Zamora, se oferta un nuevo recurso cultural que se suma a los atractivos naturales y paisaj&iacute;sticos del valle. Desde el Centro de lnterpretaci&oacute;n de Rioscuro, que contiene una explicaci&oacute;n detallada y did&aacute;ctica del contexto hist&oacute;rico y los hallazgos arqueol&oacute;gicos, pueden iniciarse las rutas de visita a los castros objeto de intervenci&oacute;n.&nbsp;&nbsp;&nbsp;&nbsp;</p>
<p align=""justify"">M&aacute;s informaci&oacute;n: <a href=""http://www.aytovillablino.com/castrosdelaciana/"">http://www.aytovillablino.com/castrosdelaciana/</a></p>";Edad del Hierro;42.932781;-6.288938;León;Villablino;Rioscuro;42.932781,-6.288938;"{""provincia"": ""León"", ""municipio"": ""Villablino"", ""localidad"": ""Rioscuro""}";"{""latitud"": ""42.932781"", ""longitud"": ""-6.288938""}"
187832;Castro de Monte Cildá;Yacimientos arqueológicos;;;Yacimiento;Castro;;"<p align=""justify""><span>El Castro del Monte Cild&aacute; est&aacute; datado en el siglo I a.C., en &eacute;l se han localizado importantes vestigios arqueol&oacute;gicos, como restos de poblamientos c&aacute;ntabros de la Edad del Hierro y tambi&eacute;n posteriores de &eacute;poca romana. En la actualidad se conservan restos de una antigua muralla. Adem&aacute;s &nbsp;desde aqu&iacute; hay una impresionante vista del Ca&ntilde;on de la Horadada y el Monumento de Las Tuerces. Todo ello se incluye dentro &nbsp;del Geoparque Las Loras.</span></p>";Edad del Hierro;42.75040784222873;-4.27543615929979;Palencia;Aguilar de Campoo;Aguilar de Campoo;42.7504078422,-4.2754361593;"{""provincia"": ""Palencia"", ""municipio"": ""Aguilar de Campoo"", ""localidad"": ""Aguilar de Campoo""}";"{""latitud"": ""42.75040784222873"", ""longitud"": ""-4.27543615929979""}"
24954;Convento del Corpus Christi (Clarisas descalzas);Monasterios;17224;Calle Rúa los Francos, 31;Arquitectura Religiosa;Monasterio / Convento;49001;"<p align=""justify"">Uno de los lugares emblem&aacute;ticos, religiosos y bellos que encierra la ciudad de Zamora. El Convento del Corpus Christi, &nbsp;tambi&eacute;n llamado del Tr&aacute;nsito, fue fundado en el siglo&nbsp; XVI por la orden de las Clarisas Descalzas.&nbsp;<span>Es un convento de clausura.</span></p>
<p align=""justify"">Conjunto de estilo renacentista, con un claustro alrededor del cual se organizan las dependencias del convento. Tiene planta rectangular, dos pisos de alturas con luminosas ventanas y construido en ladrillo. Luce columnas d&oacute;ricas en su parte inferior y j&oacute;nicas en la parte superior.&nbsp;<span>En su iglesia</span>&nbsp;se halla la Virgen del Tr&aacute;nsito,&nbsp;es una de las m&aacute;s conocidas y veneradas de la di&oacute;cesis. Representa el momento dela Asunci&oacute;n, el ascenso de Mar&iacute;a a los Cielos. Se la representa dormida con las manos descansando en el regazo, como si durmiese pl&aacute;cidamente en el momento en el que Dios decide subir a los cielos tanto su alma como su cuerpo. Antes o despu&eacute;s de la misa de las 9 horas se puede visitar esta imagen.</p>
<p align=""justify"">Un espacio hermoso, solemne y en buen estado. Un edificio que transmite la historia de quienes en el viven y vivieron devotos a su fe.</p>";Edad Moderna;41.500841;-5.750111;Zamora;Zamora;Zamora;41.500841,-5.750111;"{""provincia"": ""Zamora"", ""municipio"": ""Zamora"", ""localidad"": ""Zamora""}";"{""latitud"": ""41.500841"", ""longitud"": ""-5.750111""}"
25142;Monasterio de San Zoilo;Monasterios;6825;San Zoilo 23;Arquitectura Religiosa;Monasterio / Convento;34120;"<p align=""justify"">Se trata de un monasterio cluniacense de los siglos XI- XIV. El de San Zoilo fue un monasterio que tuvo gran expectaci&oacute;n entre los peregrinos primitivos, sobre todo debido al hospital Camino de Santiago y aqu&iacute; est&aacute;n los sepulcros de los Infantes de Carri&oacute;n.</p>
<p align=""justify"">Fundado en el siglo X con el nombre de San Juan Bautista y reformado en el siglo XI, m&aacute;s tarde tomar&iacute;a el nombre de San Zoilo. Estuvo adscrito originariamente a la orden de los benedictinos, pero a lo largo de los siglos ha estado en manos de cluniacenses y jesuitas, y hasta hace muy poco tiempo funcion&oacute; como Seminario Menor.</p>
<p align=""justify"">Destaca para visita el Claustro, plateresco, obra de Juan de Badajoz, Pedro Torres, Juan de Bobadilla, Juan de Celaya y Miguel Espinosa, entre otros.</p>";"Edad Moderna;Edad Media";42.340283;-4.610795;Palencia;Carrión de los Condes;Carrión de los Condes;42.340283,-4.610795;"{""provincia"": ""Palencia"", ""municipio"": ""Carrión de los Condes"", ""localidad"": ""Carrión de los Condes""}";"{""latitud"": ""42.340283"", ""longitud"": ""-4.610795""}"
25155;Convento de Agustinas y Palacio de Juan II;Monasterios;884;Plaza del Cristo s/n;Arquitectura Religiosa;Monasterio / Convento;5220;"<p>Fue palacio de Juan II y en la actualidad es convento de Agustinas, orden en la que profesaron varias hijas bastardas de Fernando el Cat&oacute;lico, Carlos I o Juan de Austria. Lugar de nacimiento de Isabel la Cat&oacute;lica, seg&uacute;n algunos estudiosos.</p>
<p>Adem&aacute;s del convento, una parte del antiguo palacio fue, m&aacute;s tarde, el Hospital de la Concepci&oacute;n. El convento comenz&oacute; a construirse en el siglo XV y durante los siglos siguientes sufri&oacute; reformas y ampliaciones. Se conservan salones renacentistas, la escalera regia y la sala de cortes con artesonado mud&eacute;jar del siglo XV.</p>";Edad Media;41.086913;-4.99576;Ávila;Madrigal de las Altas Torres;Madrigal de las Altas Torres;41.086913,-4.99576;"{""provincia"": ""Ávila"", ""municipio"": ""Madrigal de las Altas Torres"", ""localidad"": ""Madrigal de las Altas Torres""}";"{""latitud"": ""41.086913"", ""longitud"": ""-4.99576#""}"
25157;Monasterio Santa María Real de las Huelgas;Monasterios;1748;C/ Compases de Huelga s/n;Arquitectura Religiosa;"Real Sitio;Monasterio / Convento";9001;"<p>Monasterio cisterciense de los siglos XII y XIII, fundado por el Rey Alfonso VIII y su esposa en 1188 para albergar a monjas cistercienses.</p>
<p>En el Pante&oacute;n Real yacen, en sepulcros g&oacute;ticos, los reyes Alfonso VIII y su esposa Do&ntilde;a Leonor de Aquitania, el rey Enrique I, la reina Do&ntilde;a Berenguela, el infante Don Fernando de la Cerda y numerosos infantes y personajes de sangre real vinculados a la Corona de Castilla.</p>
<p>El exterior del Monasterio dibuja su fuerte torre defensiva y restos del recinto amurallado. Rodeado de una muralla almenada, monasterio de traza rom&aacute;nica y g&oacute;tica.</p>";Edad Media;42.336521;-3.720323;Burgos;Burgos;Burgos;42.336521,-3.720323;"{""provincia"": ""Burgos"", ""municipio"": ""Burgos"", ""localidad"": ""Burgos""}";"{""latitud"": ""42.336521"", ""longitud"": ""-3.720323""}"
25163;Monasterio de San Pedro de Arlanza;Monasterios;2323;;Arquitectura Religiosa;Monasterio / Convento;9640;"<p align=""justify"">Situado en la provincia de Burgos, el R&iacute;o Arlanza rodea las ruinas del hist&oacute;rico Monasterio de San Pedro Arlanza, testimonio art&iacute;stico del rom&aacute;nico. Fundado y dedicado por El Conde Gonzalo T&eacute;llez y su esposa Do&ntilde;a Lambra,&nbsp; a San Pedro, el 12 de enero del a&ntilde;o 912.</p>
<p align=""justify"">Renovado en el siglo XVII y XVIII en su doble&nbsp; claustro, y dependencia de hospeder&iacute;a, pero no escapando de la terrible desamortizaci&oacute;n. La Iglesia muestra la planta del templo rom&aacute;nico y en el exterior se aprecia influencia del rom&aacute;nico tard&iacute;o.&nbsp;</p>";Edad Media;42.048488;-3.46667;Burgos;Hortigüela;Hortigüela;42.048488,-3.46667;"{""provincia"": ""Burgos"", ""municipio"": ""Hortigüela"", ""localidad"": ""Hortigüela""}";"{""latitud"": ""42.048488"", ""longitud"": ""-3.46667#""}"
25169;Monasterio de Santa María la Real;Monasterios;6098;Ctra. Cervera s/n;Arquitectura Religiosa;Monasterio / Convento;34800;"<p align=""justify"">Una vieja leyenda sit&uacute;a los or&iacute;genes de este antiguo monasterio en los primeros a&ntilde;os del siglo IX, cuando los monta&ntilde;eses del norte comienzan a colonizar poco a poco las tierras llanas de la meseta. Sin embargo no ser&aacute; hasta principios del XI cuando puede atestiguarse con fiabilidad su existencia, empezando a recibir donaciones que acabar&aacute;n conformando un amplio dominio que se extend&iacute;a por tierras palentinas, vallisoletanas, burgalesas y c&aacute;ntabras.</p>
<p align=""justify"">En 1169 el rey Alfonso VIII de Castilla instala aqu&iacute; una comunidad de monjes premostratenses, quienes desarrollar&aacute;n un gran programa constructivo dentro de las pautas rom&aacute;nicas en boga.</p>
<p align=""justify"">La recuperaci&oacute;n del edificio se inici&oacute; en 1978 y hoy es uno de los centros de referencia de investigaci&oacute;n, difusi&oacute;n y rehabilitaci&oacute;n del patrimonio cultural.</p>";Edad Media;42.796151;-4.272235;Palencia;Aguilar de Campoo;Aguilar de Campoo;42.796151,-4.272235;"{""provincia"": ""Palencia"", ""municipio"": ""Aguilar de Campoo"", ""localidad"": ""Aguilar de Campoo""}";"{""latitud"": ""42.796151"", ""longitud"": ""-4.272235""}"
25175;Monasterio de San Antonio el Real;Monasterios;11767;Plaza de San Antonio el Real, 6;Arquitectura Religiosa;Monasterio / Convento;40004;"<p align=""justify"">Antiguo Palacio Real de recreo de Enrique IV, actualmente convento de Clarisas. Museo de pintura y artesonados del s. XV, iglesia y sala capitular.</p>
<p align=""justify"">La Capilla Mayor es artesonado de madera mud&eacute;jar, la fachada de estilo g&oacute;tico-isabelino y el claustro es de ladrillo blanco y rojo. Tiene retablos flamencos (especialmente destaca el del Calvario).</p>";"Edad Moderna;Edad Media";40.943207;-4.110647;Segovia;Segovia;Segovia;40.943207,-4.110647;"{""provincia"": ""Segovia"", ""municipio"": ""Segovia"", ""localidad"": ""Segovia""}";"{""latitud"": ""40.943207"", ""longitud"": ""-4.110647""}"
25177;Monasterio de Santa María de Huerta;Monasterios;13768;Monasterio s/n;Arquitectura Religiosa;Monasterio / Convento;42260;"<p align=""justify"">Fue fundado el cenobio por iniciativa de Alfonso VIII, y fue su cuarto abad, San Mart&iacute;n de Finojosa, el que inici&oacute; la construcci&oacute;n del monasterio que respeta fielmente el estilo de la orden, rom&aacute;nico-g&oacute;tico-plateresco.</p>
<p align=""justify"">El refectorio constituye una obra maestra del arte cisterciense. Tiene una sola nave muy luminosa que se cubre con b&oacute;vedas ojivales. Destaca en este claustro la escalera calada, abierta en el muro a trav&eacute;s de arcos por la que se acceda al p&uacute;lpito.</p>
<p align=""justify"">Ocupada por monjes cistercienses, es hospeder&iacute;a, casa de espiritualidad y museo. Es un lugar ideal para el retiro y la oraci&oacute;n. Los hu&eacute;spedes pueden participar en los oficios cantados de los monjes y disponen de una arboleda para completar su retiro con paseos para la reflexi&oacute;n.</p>";Edad Media;41.261728;-2.177205;Soria;Santa María de Huerta;Santa María de Huerta;41.261728,-2.177205;"{""provincia"": ""Soria"", ""municipio"": ""Santa María de Huerta"", ""localidad"": ""Santa María de Huerta""}";"{""latitud"": ""41.261728"", ""longitud"": ""-2.177205""}"
25181;Monasterio de Nuestra Señora del Prado;Monasterios;16001;Autovía Puente Colgante s/n;Arquitectura Religiosa;Monasterio / Convento;47014;"<p align=""justify"">Fundado en 1440 por monjes Jer&oacute;nimos, se le conoce como &lsquo;El Escorial vallisoletano&rsquo;. Construido en los siglos XV-XVII-XVIII y XX. Hoy en d&iacute;a&nbsp;<span>es la sede de la Consejer&iacute;a de Cultura y Turismo de la Junta de Castilla y Le&oacute;n.</span></p>
<p align=""justify"">Lo m&aacute;s antiguo es la iglesia de la &eacute;poca de los Reyes Cat&oacute;licos, restaurado en el siglo XVII. El edificio tiene tres claustros, la sacrist&iacute;a es rectangular y en la parte superior hay una pasarela que permite el acceso a las b&oacute;vedas decoradas con yeser&iacute;as policromadas y pinturas.</p>
<p align=""justify"">Por una inscripci&oacute;n sabemos que la fachada del monasterio se acab&oacute; en 1726, y es un ejemplo de fachada colunaria.</p>
<br/>";Edad Moderna;41.640899;-4.745668;Valladolid;Valladolid;Valladolid;41.640899,-4.745668;"{""provincia"": ""Valladolid"", ""municipio"": ""Valladolid"", ""localidad"": ""Valladolid""}";"{""latitud"": ""41.640899"", ""longitud"": ""-4.745668""}"
25182;Monasterio de Santa María de las Huelgas Reales;Monasterios;16017;Huelgas, 19;Arquitectura Religiosa;Monasterio / Convento;47005;"<p align=""justify"">Fundado por la Reina Do&ntilde;a Mar&iacute;a de Molina, esposa de Don Sancho el Bravo, el actual monasterio se levanta en 1579, con trazas de Juan Ribero y Rada, bajo la direcci&oacute;n de Juan de Nates.</p>
<p align=""justify"">El monasterio inclu&iacute;a los restos del palacio de Do&ntilde;a Mar&iacute;a de Molina, una de las puertas del antiguo recinto fortificado y restos de un torre&oacute;n del siglo XV con roset&oacute;n de tracer&iacute;a flam&iacute;gera. Es el primer edificio construido en la ciudad de Valladolid de estilo clasicista, siguiendo el modelo de la Iglesia de Villagarc&iacute;a de Campos.</p>
<p align=""justify"">La Iglesia es de planta de cruz latina, inscrita en un rect&aacute;ngulo, de una sola nave dividida en tres tramos por arcos fajones que descansan en pilastras decoradas con capiteles corintios y capillas entre contrafuertes.</p>";Edad Moderna;41.653421;-4.716367;Valladolid;Valladolid;Valladolid;41.653421,-4.716367;"{""provincia"": ""Valladolid"", ""municipio"": ""Valladolid"", ""localidad"": ""Valladolid""}";"{""latitud"": ""41.653421"", ""longitud"": ""-4.716367""}"
25184;Monasterio de San Martín de Castañeda;Monasterios;16632;Pza de la Iglesia s/n;Arquitectura Religiosa;Monasterio / Convento;;"<p align=""justify"">En el siglo X, el abad Martino y un grupo de monjes moz&aacute;rabes provenientes de San Cebri&aacute;n de Mazote (Valladolid) fundan el Monasterio de San Mart&iacute;n de &lsquo;Castaneira&rsquo; o &lsquo;Casti&ntilde;eira&rsquo; aprovechando, seg&uacute;n hallazgos y testimonios, las estructuras de otra fundaci&oacute;n visigoda. Alcanzan su m&aacute;ximo apogeo hacia el siglo XII al adscribirse a la Orden del Cluny.</p>
<p align=""justify"">Con la llegada a la Pen&iacute;nsula Ib&eacute;rica de la Reforma Benedictina, pasar&aacute; a pertenecer a la Orden del C&iacute;ster, nombrando a Pedro Cristino abad (1150), quien ealizar&aacute; importantes obras en el conjunto mon&aacute;stico.&nbsp; Con la regla del C&iacute;ster es cuando se llevan a cabo la mayor parte de los trabajos de edificaci&oacute;n de la Iglesia del Monasterio (siglo XII) y otras dependencias.</p>
<p align=""justify"">Destaca como material constructivo la siller&iacute;a de granito y la pizarra. En la fachada occidental u oeste se encuentra un arco doblado y roset&oacute;n protog&oacute;tico, adem&aacute;s de la portada principal que es incrustada en el a&ntilde;o 1571. Aparece el relieve del santo titular, San Mart&iacute;n, quien comparte su capa con el mendigo y la inscripci&oacute;n de la primitiva fundaci&oacute;n.&nbsp;</p>
<p align=""justify"">Declarado Monumento Hist&oacute;rico&ndash;Art&iacute;stico, el Monasterio de San Mart&iacute;n de Casta&ntilde;eda es el &uacute;nico de los monasterios cistercienses zamoranos fundado en una monta&ntilde;a cuya &eacute;poca de esplendor en los siglos XII y XIII le llev&oacute; a dominar todo el Valle de Sanabria. &Uacute;nico templo conservado &iacute;ntegro de los monasterios cistercienses que hubo en la provincia.</p>
<p align=""justify"">En sus dependencias se puede visitar una exposici&oacute;n sobre San Mart&iacute;n de Casta&ntilde;eda, etnograf&iacute;a, Unamuno, una muestra de arte sacro recuperado e informaci&oacute;n sobre el Plan Rom&aacute;nico Atl&aacute;ntico.. Se puede visitar la iglesia</p>";Edad Media;42.135278;-6.720112;Zamora;Galende;San Martín de Castañeda;42.135278,-6.720112;"{""provincia"": ""Zamora"", ""municipio"": ""Galende"", ""localidad"": ""San Martín de Castañeda""}";"{""latitud"": ""42.135278"", ""longitud"": ""-6.720112""}"
25204;Convento de Santa María de Mave;Monasterios;6216;;Arquitectura Religiosa;Monasterio / Convento;;"<p>El origen de este monasterio se remonta a la segunda mitad del siglo IX, cuando el rey Alfonso III crea la abad&iacute;a y la entrega otra serie de peque&ntilde;os cenobios del entorno, si bien, tiempo despu&eacute;s, en 1033, Mave y sus posesiones pasar&iacute;a a integrarse en el gran monasterio benedictino burgal&eacute;s de San Salvador de O&ntilde;a.</p>
<p>Nada queda de la antigua construcci&oacute;n prerrom&aacute;nica. El claustro y las dem&aacute;s dependencias anejas, sede hoy de un complejo hostelero, sufrieron una completa reconstrucci&oacute;n a lo largo del siglo XVIII, pero de la f&aacute;brica rom&aacute;nica se ha conservado &iacute;ntegra la iglesia, un amplio edificio construido en siller&iacute;a roja, con triple cabecera y tres naves, con espada&ntilde;a a los pies y con una alta c&uacute;pula sobre el crucero.</p>";Edad Media;42.723048;-4.274042;Palencia;Aguilar de Campoo;Santa María de Mave;42.723048,-4.274042;"{""provincia"": ""Palencia"", ""municipio"": ""Aguilar de Campoo"", ""localidad"": ""Santa María de Mave""}";"{""latitud"": ""42.723048"", ""longitud"": ""-4.274042""}"
25208;Colegiata Santa María la Mayor de Toro;Monasterios;17042;Plaza Colegiata, 5;Arquitectura Religiosa;"Colegiata;Iglesia";49800;"<p align=""justify"">Iglesia de estilo rom&aacute;nico-g&oacute;tico.&nbsp;<span>Su construcci&oacute;n se llev&oacute; a cabo desde el &uacute;ltimo tercio del siglo XII (alrededor de 1170), en tiempos del reinado de Fernando II de Le&oacute;n, hasta bien entrado el XIII.</span> Posee tres naves y crucero rematado por un cimborrio, y su portada septentrional es una de las m&aacute;s notables aportaciones del rom&aacute;nico de los siglos XII y XIII.</p>
<p align=""justify"">Se pueden distinguir dos &eacute;pocas:&nbsp;un primer maestro utiliza piedra caliza clara, <span>creando un</span>&nbsp;estilo rom&aacute;nico evolucionado; y el segundo maestro, que finaliza la construcci&oacute;n y cubre el templo, que emplea piedra&nbsp;<span>arenisca</span> rojiza y elementos arquitect&oacute;nicos rom&aacute;nicos menos evolucionados.</p>
<p align=""justify"">Son significativas las portadas. La portada norte de la Colegiata de Toro nos muestra al Cristo en Majestad junto a la Virgen, San Juan y los 24 ancianos de la Apocalipsis, en una representaci&oacute;n del Juicio Final. La portada sur es m&aacute;s sencilla. Pero entre todas destaca la PORTADA DE LA MAJESTAD, una de las m&aacute;s afamadas portadas de la arquitectura g&oacute;tica espa&ntilde;ola. fue labrada y policromada en el &uacute;ltimo cuarto del siglo XIII. Muy interesante es el rico muestrario de instrumentos musicales ta&ntilde;idos por los Ancianos del Apocalipsis en torno a una manifestaci&oacute;n de la divinidad de Cristo, la Virgen y Juan.</p>
<p align=""justify""><span>El museo de la Colegiata, ubicado en la sacrist&iacute;a, conserva importantes obras de arte, como un calvario de marfil y carey de escuela italiana o un relieve de alabastro que representa la adoraci&oacute;n de los Reyes Magos.&nbsp;En cuanto a pintura, sobresale la excelente tabla flamenca de la Virgen de la Mosca, del c&iacute;rculo de Jan Gossaert.</span></p>";Edad Media;41.519971;-5.394776;Zamora;Toro;Toro;41.519971,-5.394776;"{""provincia"": ""Zamora"", ""municipio"": ""Toro"", ""localidad"": ""Toro""}";"{""latitud"": ""41.519971"", ""longitud"": ""-5.394776""}"
25390;Palacio Butrón / Convento de las Brígidas;Monasterios;16042;Pza. de las Brígidas, s/n;Arquitectura Religiosa;Monasterio / Convento;47003;<p>Se edificó en la segunda mitad del siglo XVI. La portada exhibe arco de medio punto, encima hay una ventana, cuyo dintel descansa sobre zapatas, y sobre ella figura el escudo de los propietarios: Don Francisco de Butrón y Doña María de Rojas. La fachada de la iglesia es de ladrillo, del siglo XVII. La iglesia presenta única nave, con crucero.</p>;Edad Moderna;41.656191;-4.726887;Valladolid;Valladolid;Valladolid;41.656191,-4.726887;"{""provincia"": ""Valladolid"", ""municipio"": ""Valladolid"", ""localidad"": ""Valladolid""}";"{""latitud"": ""41.656191"", ""longitud"": ""-4.726887""}"
25400;Monasterio de la Encarnación;Monasterios;416;Paseo de la Encarnación s/n;Arquitectura Religiosa;Monasterio / Convento;5005;<p>Iniciado en 1479 por Doña Beatriz de Higuera, fue el convento que eligió Santa Teresa para ingresar como novicia en la orden del Carmelo en 1535. En él permaneció 27 años y de él partió para llevar a cabo la Reforma carmelitana. San Juan de la Cruz estuvo aquí desde 1572 hasta 1577, fue capellán y confesor de las monjas.</p><p>Su iglesia, modificada en los comienzos del siglo XVIII, conserva los primitivos coros alto y bajo, comulgatorio, confesionario de San Juan de la Cruz practicado en el muro, y la celda de Santa Teresa en la Capilla de la Transververación.</p>;"Edad Moderna;Edad Media";40.662917;-4.699275;Ávila;Ávila;Ávila;40.662917,-4.699275;"{""provincia"": ""Ávila"", ""municipio"": ""Ávila"", ""localidad"": ""Ávila""}";"{""latitud"": ""40.662917"", ""longitud"": ""-4.699275""}"
25471;Monasterio de Santa María de Palazuelos;Monasterios;14603;A62 - Salida 109 - dirección Cabezón de Pisuerga;Arquitectura Religiosa;Monasterio / Convento;47281;<p>Alfonso VIII cedió la villa de Palazuelos al noble Alonso Téllez de Meneses en 1213 y éste donó el terreno al cenobio cisterciense de San Martín de Valvení. Tras la Desamortización de Mendizabal en el Siglo XIX, lo que quedaba del monasterio se convirtió en granja</p><p>Construido en los siglos XIII-XVI, de arquitectura cisterciense, solo guarda la iglesia que se construyó en estilo clasicista. Tiene dos espadañas, capilla funeraria, y sepulcros del XIII y XIV.</p>;Edad Media;41.752812;-4.633526;Valladolid;Corcos;Corcos;41.752812,-4.633526;"{""provincia"": ""Valladolid"", ""municipio"": ""Corcos"", ""localidad"": ""Corcos""}";"{""latitud"": ""41.752812"", ""longitud"": ""-4.633526""}"
