Fichero actualizado a fecha: 2025-05-07 04:08:56
"Título";"Nombre";"Descripción";"Directorio";"Fotografia";"ExperienciaProfesional";"FechaPosesion";"FormacionAcademica";"LugarNacimiento";"Retribuciones";"Curriculum";"CurriculumLargo";Identificador;actualizacionMetadatos;Enlace al contenido;
"Delegada Territorial de Valladolid";"Raquel Lourdes Alonso Hernández";;"Delegada Territorial de Valladolid";"https://datosabiertos.jcyl.es/web/jcyl/binarios/415/653/20220429-RAQUEL-LOURDES-ALONSO-HERNANDEZ-DelegadaT-VA.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Funcionaria del Cuerpo Superior de la Junta de Castilla y León (A1)</li>
<li>Diputada por Valladolid en el Congreso de los Diputados durante la XII Legislatura. Portavoz para Asuntos Iberoamericanos en la Comisión de Exteriores y Portavoz Adjunta de Vivienda en la Comisión de Fomento.</li>
<li>Técnico Asesor en el Área del Consejero de Agricultura, Ganadería y Desarrollo Rural de la Junta de Castilla y León</li>
<li>Concejala por el Partido Popular de Alaejos (Valladolid)</li>
</ul>";"20220429";"<ul>
<li>Arquitecta por la Escuela Técnica Superior de Arquitectura de Valladolid (2009-2015)</li>
<li>Programa de Liderazgo Público en Emprendimiento e Innovación por Deusto Business School e ICADE (2018)</li>
<li>Inglés C1: University of Cambridge</li>
<li>Alemán B2: Goethe-Institut</li>
</ul>";;;;;1284891270753;20220606;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1284891270753/Organigrama";
"Delegada Territorial de Zamora";"Leticia García Sánchez";;"Delegada Territorial de Zamora";"https://datosabiertos.jcyl.es/web/jcyl/binarios/957/569/22-DTZA-Cargo-Leticia-Garcia-Sanchez.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Funcionaria de Carrera, Técnico de Administración General de la Diputación Provincial de Zamora de 2002 a 2009.</li>
<li>Jefa del Servicio de Asistencia a Municipios de la Diputación Provincial de Zamora de 2002 a 2009.</li>
<li>Funcionaria de Carrera, Cuerpo Superior de la Junta de Castilla y León.</li>
<li>Jefa del Servicio Territorial de Industria, Comercio y Turismo de 2009 a 2021.</li>
<li>Procuradora por Zamora de las Cortes de Castilla y León desde el 26 de mayo de 2019.</li>
<li>Portavoz adjunta del grupo popular en las Cortes de Castilla y León desde el 1 de septiembre de 2021 hasta la actualidad.</li>
</ul>";"20221205";"<ul>
<li>Licenciada en Derecho por la Universidad de Salamanca en 1997.</li>
</ul>";;;;;1285225023922;20230512;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285225023922/Organigrama";
"Delegado Territorial de Ávila";"José Francisco Hernández Herrero";;"Delegado Territorial de Ávila";"https://datosabiertos.jcyl.es/web/jcyl/binarios/100/929/J-Fco-Hdez-Herrero_Avila.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Junio 1995 - Junio 2010: Secretario general técnico de la Asociación de Transportistas Abulenses (Ávila): Asesoría jurídica y fiscal; asistencia a órganos colegiados; defensa y tramitación de sanciones de tráfico y transporte; gestión de ayudas de formación para desempleados, autónomos y empresas (Planes FORCEM y Planes de la Junta de Castilla y León y Ministerio de Fomento)</li>
<li>Junio 1999 - Junio 2015: Concejal y teniente de alcalde del Excmo. Ayuntamiento de Ávila. Responsable máximo de las áreas de empleo y desarrollo económico; personal y organización y modernización (Smart city); participación y representación del Ayuntamiento de Ávila en diversos organismos como la Federación Española de Municipios y Provincias, Federación Regional de Municipios y Provincias, Grupo Ciudades Patrimonio de la Humanidad, Subdelegación del Gobierno, Excma. Diputación Provincial de Ávila y otros organismos tal como como Consejo de Europa, Casa Real, Red Innpulso y Red Española de Ciudades Inteligentes.</li>
<li>Septiembre 2016 - Enero de 2022: Delegado Territorial de la Junta de Castilla y León en Ávila.</li>
</ul>";"20220503";"<ul>
<li>Licenciado en Derecho por la Universidad de Salamanca</li>
<li>Máster en Derecho Deportivo por la Universidad de Lleida-Lausanne, Suiza</li>
<li>Máster en Administración y Dirección del Deporte por la Universidad Complutense de Madrid</li>
</ul>";;;;;1285126686150;20220617;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285126686150/Organigrama";
"Delegado Territorial de Burgos";" Roberto Saiz Alonso";;"Delegado Territorial de Burgos";"https://datosabiertos.jcyl.es/web/jcyl/binarios/997/524/19-DT-BU-Roberto-Saiz-Alonso,0.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Funcionario del Cuerpo de Gestión de la Administración de la Seguridad Social</li>
<li>Funcionario del Cuerpo de Gestión de la Administración Civil del Estado</li>
<li>Funcionario del Cuerpo Superior de la Administración de Castilla y León A1</li>
</ul>
<p><strong>Puestos de trabajo desempeñados:</strong></p>
<ul>
<li>En la Dirección Provincial de la Tesorería General de la Seguridad Social en Álava </li>
<li>En la Subdirección General de Gestión del Gabinete Técnico de la Comisión Nacional del Juego del Ministerio del Interior</li>
<li>En la Delegación Territorial de la Junta de Castilla y León en Burgos:
<ul>
<li>Técnico de Apoyo en la Sección de Interior</li>
<li>Jefe de la Unidad de Estudios y Coordinación</li>
<li>Técnico Superior de Apoyo al Delegado Territorial</li>
<li>Secretario Técnico - Jefe de la Unidad de Personal y Régimen interno</li>
</ul>
</li>
<li>Subdelegado del Gobierno de España en Burgos desde febrero de 2017 hasta junio de 2018</li>
</ul>";"20190909";"<ul>
<li>Licenciado en Derecho por la Universidad Nacional de Educación a Distancia (UNED)</li>
<li>Licenciado en Filosofía y Letras -Geografía e Historia-por la Universidad de Valladolid</li>
</ul>
<p>Formación a través de distintos cursos en materia de:</p>
<ul>
<li>Función pública, gestión de personal laboral y funcionario. Evaluación de desempeño.</li>
<li>Prevención de riesgos laborales.</li>
<li>Atención al ciudadano</li>
<li>Presupuesto, gasto público y ejecución presupuestaria.</li>
<li>Responsabilidad de las administraciones publicas</li>
<li>Derecho urbanístico y valoraciones inmobiliarias</li>
<li>Protección civil</li>
<li>Calidad en la atención a los ciudadanos</li>
<li>Sensibilización en igualdad de oportunidades, violencia de género y lenguaje no sexista</li>
<li>Contratación administrativa en el sector público</li>
</ul>";;;;;1284891268270;20220616;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1284891268270/Organigrama";
"Delegado Territorial de Palencia";"José Antonio Rubio Mielgo";;"Delegado Territorial de Palencia";"https://datosabiertos.jcyl.es/web/jcyl/binarios/46/76/19-DT-PA-J-Antonio-Rubio-Mielgo,0.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<p>Funcionario de carrera del Cuerpo de Médicos Titulares</p>
<p>Jefe de Servicio de Atención Primaria de la consejería de Sanidad y Bienestar Social de la Junta de Castilla y León 1991-1995</p>
<p>Concejal del Ayuntamiento de Palencia, 1995-2007</p>
<p>Concejal de Bienestar Social del Ayuntamiento de Palencia 1995-1999</p>
<p>Miembro de la comisión de Bienestar Social de la FEMP, 1995-1999</p>
<p>Vocal de la comisión mixta de transferencia Estado-Junta de Castilla y León en Sanidad.</p>
<p>Diputado Provincial de Palencia 2004-2007</p>
<p>Portavoz del Grupo Popular en la Diputación de Palencia y diputado de las áreas de Fomento, Turismo, Hospital Provincial y Escuela de Enfermería.</p>
<p>Senador por Palencia IX legislatura, miembro de las comisiones de Sanidad y Servicios Sociales; Industria Comercio y Turismo; Ciencia e Innovación y Cooperación al Desarrollo.</p>
<p>Senador por Palencia X legislatura, siendo vicepresidente primero de la comisión de Cooperación Internacional al Desarrollo. Y miembro de las comisiones de Sanidad y Servicios Sociales y Fomento.</p>
<p>Senador por Palencia XI legislatura ocupando los siguientes cargos: vicepresidente primero de la comisión de Cooperación Internacional al Desarrollo; vicepresidente primero de la comisión de Presupuestos; Miembro de la comisión de Presupuestos; Miembro de la Comisión especial sobre la Evolución Demográfica en España. Coordinador Intergrupo Parlamentario de Salud Sexual y Reproductiva.</p>
<p>Senador por Palencia XII legislatura ocupando los siguientes cargos:</p>
<ul>
<li>Presidente de la Comisión Mixta para la Coordinación y seguimiento de la Estrategia Española para alcanzar los Objetivos de Desarrollo Sostenible (ODS)</li>
<li>Vicepresidente primero de la comisión de Cooperación Internacional al Desarrollo; vicepresidente primero de la Comisión de Presupuestos; Miembro de la Comisión de Sanidad y Servicios Sociales.</li>
</ul>
<p>Coordinador General y Portavoz del PP de Palencia.</p>";"20190909";"<p>Licenciado en Medicina y Cirugía</p>
<p>Diplomado en Sanidad</p>
<p>Especialista en Dirección de Hospitales</p>
<p>Especialista en Salud Pública</p>
<p>Master en Salud Pública y Administración Sanitaria</p>";;;;;1284891268951;20220531;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1284891268951/Organigrama";
"Delegado Territorial de Salamanca";"Eloy Ruiz Marcos";;"Delegado Territorial de Salamanca";"https://datosabiertos.jcyl.es/web/jcyl/binarios/640/982/19-DT-SA-Eloy-ruiz-Marcos,0.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<p>En su faceta profesional ha desempeñado diversos trabajos en el sector privado, con funciones y responsabilidades afines a la formación académica adquirida.</p>
<p>En su reciente actividad, ha ejercido como Técnico de construcción y coordinador de seguridad en Bureau Veritas; y Técnico inspector de Industria y responsable comercial para Castilla y León (RKAM) de ECA Grupo Bureau Veritas.</p>";"20190906";"<p>Ingeniero técnico industrial, en la especialidad de Mecánica, por la Universidad de Salamanca</p>
<p>Graduado en Ingeniería Mecánica, por la Universidad de Salamanca en el año 2013.</p>
<p>Entre la formación complementaria realizada destacan el Máster en Prevención de Riesgos Laborales, especialidad Seguridad; y el Máster en Prevención de Riesgos Laborales, especialidad Ergonomía e Higiene Industrial, ambos impartidos por el Centro CEREM.</p>";;;;;1284891269158;20220531;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1284891269158/Organigrama";
"Director de Administración Local";"Emilio Arroita García";;"Director de Administración Local";"https://datosabiertos.jcyl.es/web/jcyl/binarios/256/129/22-Cargo-Director-de-Administracion-Local---Emilio-Arroita-Garcia.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Asesor de Presidencia en la Diputación Provincial de Salamanca</li>
<li>Asesor de la Junta de Gobierno Local del Ayuntamiento de Salamanca</li>
<li>Concejal de Seguridad Ciudadana, Transportes y Coordinación Territorial del Ayuntamiento de Salamanca (2018-2019)</li>
<li>Vicepresidente del Consorcio para la Gestión Integral de Residuos de la provincia de Salamanca (GIRSA)</li>
<li>Vicepresidente del Patronato Municipal de Vivienda y Urbanismo de Salamanca</li>
<li>Miembro de la Comisión de Medio Ambiente de la FEMP</li>
<li>Concejal de Medio Ambiente del Ayuntamiento de Salamanca en los mandatos 2007- 2011 y 2011-2015</li>
<li>Asesor en la Federación Regional de Municipios y Provincias de Castilla y León</li>
<li>Procurador en las Cortes de Castilla y León en la V y VI Legislaturas</li>
<li>Coordinador del Grupo Popular del Ayuntamiento de Salamanca</li>
<li>Miembro del Claustro y de la Junta de Gobierno de la Universidad de Salamanca</li>
</ul>";"20220511";"<ul>
<li>Licenciado en Derecho por la Universidad de Salamanca</li>
<li>Abogado colegiado en el Ilustre Colegio de Abogados de Salamanca con el n 2903 (en la actualidad no ejerciente)</li>
</ul>";;;;;1284885294599;20230317;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1284885294599/Organigrama";
"Directora General de la Agencia de Protección Civil y Emergencias";"Irene Cortés Calvo";;"Directora de la Agencia de Protección Civil y Emergencias";"https://datosabiertos.jcyl.es/web/jcyl/binarios/7/806/19-DG-ProtecCivil-IRENE-CORTES-CALVO,0.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Concejal en el Ayuntamiento de Miranda de Ebro</li>
<li>Directora General de la Mujer de la Junta de Castilla y León</li>
<li>Procuradora en las Cortes de Castilla y León en la IX Legislatura</li>
<li>Directora General de la Agencia de Protección Civil, en la Consejería de Fomento y Medio Ambiente</li>
</ul>";"20220511";"<ul>
<li>Licenciada en Ciencias Políticas Sociología y de la Administración, en la Universidad del País Vasco</li>
<li>Máster en Prevención de Riesgos Laborales, en la Universidad de Pontevedra</li>
</ul>";;;;;1284885306812;20220616;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1284885306812/Organigrama";
"Director General de Atención al Ciudadano y Calidad de los Servicios";"Eduardo Cabanillas Muñoz-Reja";;"Director General de Atención al Ciudadano y Calidad de los Servicios";"https://datosabiertos.jcyl.es/web/jcyl/binarios/450/552/20220429-EDUARDO-CABANILLAS-DG-AtencionCiuddano-CalidadServ.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Dos años en empresa de ingeniería agronómica proyectos agroindustriales en Andalucía y elaboración de programa de ordenación y promoción de zonas rurales de Galicia</li>
<li>Funcionario de carrera del Cuerpo Facultativo Superior de Ingenieros Agrónomos de la Comunidad de Castilla y León desde 1988, en la Consejería de Agricultura y Ganadería en diferentes puestos: técnico, Jefe de Sección, Jefe de Servicio y Coordinador de Servicios.</li>
<li>Responsable de la elaboración de programas europeos (Programa de ayuda a la renta a la agricultura de Castilla y León, Programas Operativos del FEOGA-Orientación, Programas de Desarrollo Rural de Castilla y León, Plan Estratégico de la PAC 2023-2027).</li>
<li>Director General del Fondo de Garantía Agraria de la Consejería de Agricultura y Ganadería, dirección de la que dependía la gestión de las ayudas a la renta de la Política Agraria Comunitaria.</li>
<li>Consejero por designación de la Junta de Castilla y León de la Sociedad Estatal SEISA.</li>
<li>Cuatro años de Secretario General de Familia y Servicios Sociales.</li>
<li>Cuatro años de Comisionado Regional para la Droga en Castilla y León.</li>
<li>Cruz Blanca de la Orden al Mérito del Plan Nacional sobre Drogas</li>
<li>Doce años como Secretario General de la Consejería de Agricultura y Ganadería.</li>
<li>Dos años y nueve meses de Secretario General de Agricultura, Ganadería y Desarrollo Rural.</li>
<li>Vicepresidente 1 del Instituto Tecnológico Agrario de Castilla y León.</li>
<li>Autoridad de gestión del Programa europeo de Desarrollo Rural de Castilla y León.</li>
</ul>";"20220429";"<ul>
<li>Ingeniero Agrónomo por la Escuela Técnica Superior de Ingenieros Agrónomos de Madrid</li>
<li>Formación en Asuntos Europeos por la Universidad de Valladolid</li>
</ul>";;;;;1284885298602;20230317;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1284885298602/Organigrama";
"Director General de Calidad e Infraestructuras Sanitarias";"Álvaro Muñoz Galindo";;"Director General de Calidad e Infraestructuras Sanitarias";"https://datosabiertos.jcyl.es/web/jcyl/binarios/425/819/20220511-Alvaro-Munoz-Galindo.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Médico Especialista en Medicina Familiar y Comunitaria. Unidad Docente de Medicina Familiar y Comunitaria de Salamanca. Centro de Salud Alamedilla (Salamanca). Complejo Asistencial Universitario de Salamanca. Convocatoria MIR 2009. Mayo 2010 a mayo de 2014.</li>
<li>Médico Adjunto del Servicio de Urgencias Hospitalarias del Complejo Asistencial Universitario de Salamanca. Junio de 2014 a febrero de 2020.</li>
<li>Coordinador de la Unidad de Calidad del Complejo Asistencial Universitario de Salamanca. Desde agosto de 2019 hasta la actualidad.</li>
<li>Subdirector Médico del Complejo Asistencial Universitario de Salamanca. Febrero de 2020 hasta la actualidad, con actividad en los siguientes ámbitos: Responsable de la aplicación e implantación del modelo de Gestión por Procesos y Continuidad Asistencial; Responsable de coordinación de la formación e implantación de la Historia Clínica Electrónica de SACYL Jimena 4; Responsable de coordinación de la formación e implantación del Módulo de Prescripción PRES y de la Receta Electrónica; Responsable de coordinación de la formación e implantación del Módulo de Prescripción, Validación y Administración Electrónica de tratamientos en la herramienta PRESCRIPTOOLS; Responsable de coordinación en la creación de la nueva intranet; Coordinador del Proyecto de Transformación Digital; Responsable de la Coordinación de los Grupos de Traslado y puesta en funcionamiento del Nuevo Hospital Universitario de Salamanca</li>
<li>Premio mejor trayectoria mir de los graduados en 2014.</li>
<li>Seleccionado como mentorizado en la Primera Edición del Programa de Mentoring de la Sociedad Española de Directivos de la Salud (SEDISA). 2019-2020.</li>
<li>Ha publicado un total de 106 trabajos.</li>
</ul>";"20220511";"<ul>
<li>Licenciado en Medicina. Universidad de Salamanca. (2003-2009)</li>
<li>Médico Especialista en Medicina Familiar y Comunitaria. Unidad Docente Medicina Familiar y Comunitaria de Salamanca. Centro de Salud Alamedilla. Complejo Asistencial Universitario de Salamanca. Convocatoria MIR 2009. (2010-2014).</li>
<li>Máster Europeo Tratamiento de Soporte y Cuidados Paliativos en el enfermo oncológico&rdquo;. Universidad de Salamanca (2010-2011) y Máster en Dirección Médica y Gestión Clínica&rdquo;. Escuela Nacional de Sanidad. Instituto de Salud Carlos III. UNED (2014-2016)</li>
<li>Diploma de Postgrado en Gestión y metodología de la calidad y seguridad de la atención en salud&rdquo;. Universidad Autónoma de Barcelona (2017-2018)</li>
</ul>";;;;;1284885739459;20220608;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1284885739459/Organigrama";
"Director General de Carreteras e Infraestructuras";"Jesús Félix Puerta García";;"Director General de Carreteras e Infraestructuras";"https://datosabiertos.jcyl.es/web/jcyl/binarios/542/636/22-Cargo-JESUS-FELIX-PUERTA-GARCIA.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Director General de Carreteras e Infraestructuras de la Consejería de Fomento y Medio Ambiente desde agosto de 2019 hasta la actualidad.</li>
<li>Destinado en el Servicio Territorial de Fomento en Soria, donde ha ocupado las siguientes plazas: Jefe de Negociado de la Sección de Rehabilitación y Financiación (mayo 1989 - septiembre 1992 y enero 1993 - abril 1997); Jefe de Sección del Laboratorio de Control de Calidad (octubre 1992 - diciembre 1992); Jefe de Sección de Promoción Pública de la Vivienda (mayo 1997 - enero 2009) Jefe de Servicio Territorial (febrero 2009 julio 2019)</li>
<li>Funcionario del Cuerpo de Arquitectos Técnicos y Aparejadores de la JCyL (mayo 1989).</li>
<li>Jefe de obra en la empresa Huarte y CIA. (febrero 1986 - septiembre 1987).</li>
<li>Jefe de obra en la empresa Fomento de Construcciones y Contratas (octubre 1987 agosto 1988).</li>
<li>Dirección de Obra Construcción Hipermercado en Soria (agosto 1995-mayo 1996)</li>
</ul>";"20220511";"<ul>
<li>Arquitecto técnico en ejecución de obras (Escuela Universitaria de Arquitectura Técnica de Burgos 1980/1985)</li>
<li>Grado en Ingeniería de Edificación (Universidad Europea de Madrid 2009/2010)</li>
</ul>";;;;;1284885307794;20220616;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1284885307794/Organigrama";
"Directora General de Comercio y Consumo";"María Pettit";;"Directora General de Comercio y Consumo";"https://datosabiertos.jcyl.es/web/jcyl/binarios/564/261/22-Cargo-MARIA-PETIT-DG-COMERCIO-01.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Emprendedora Empresa de Ayuda a Domicilio para personas con dependencia. Guía de Servicios para Mayores y dependientes Valladolid (2018-actualidad)</li>
<li>Directora Asociada Dexter Associates. Head Hunter - Executive Search. Madrid (2016)</li>
<li>Directora General Área de Negocio de Sector Servicios a nivel nacional. Grupo Norte (2004-2015) Responsable del Área de Servicios para Mayores y dependientes, Área socioeducativa, Área de recursos para menores con medidas judiciales y protección. Área de Congregaciones Religiosas Reestructuración de la organización orientado al crecimiento y excelencia en el servicio al cliente, estrategia crecimiento comercial, plan estratégico gestión proyectos, desarrollo e implementación red comercial a nivel nacional. Diseño planes reducción costes, optimización de recursos, planes de mejora del Margen Bruto.</li>
<li>Directora Gerente Fundación Grupo Norte (2004-2015) Premio Forética a la mejor solución de Responsabilidad Social Empresarial de España por la contratación de víctimas de violencia. Premio Europeo de Responsabilidad Social empresarial Premio integridad y buen gobierno Foro internacional CSR Spain 2014. Proyecto dedicado a impulsar iniciativas de inserción socio- laboral</li>
<li>Adjunta a la Dirección. Fundación Euroamérica. Madrid (1999 2003) Cooperación entre Instituciones, empresas y personalidades entre Europa y América Latina</li>
<li>Secretaria del Presidente del Consejo Editorial. Recoletos Cia. Editorial. Madrid (1996- 1999) Periódico Expansión y Actualidad Económica.</li>
</ul>";"20220511";"<ul>
<li>Licenciada En Derecho. Universidad Complutense</li>
<li>PDG-Programa de Dirección General. IESE Universidad de Navarra</li>
<li>Master Gestión Empresarial. CEPYME</li>
<li>Curso Superior de Directores de Centros de Servicios Sociales. Federación Castellano Leonesa de Atención a la Dependencia</li>
<li>Master Gestión Integrada de Recursos Humanos. CVE</li>
<li>Master Docencia de la Formación Profesional para el Empleo</li>
</ul>";;;;;1284885306139;20230317;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1284885306139/Organigrama";
